inst_id	text	Security: personal
A20356	We not should subsidize embryonic stem cell research because the government doesnt need to be in control of science	0
A20357	We should end the use of economic sanctions because economic sanctions affect the poor more than the tyrants	1
A20358	We not should ban human cloning because human cloning should not be banned because it may lead to the ability to generate human organs for transplant which would save many lives	1
A20360	We not should ban cosmetic surgery because we should not ban because it helps people feel good about themselves and improve their confidence.	1
A20361	We should ban fast food because as it is very unhealthy and is creating a lazy culture in which people do not cook or eat fresh food.	1
A20362	We not should oppose collectivism because we should support collectivism because many problems like climate change cannot be dealt with on an individual level.	1
A20363	We should prohibit school prayer because school prayer is forcing a religion on everyone, including non-believers	0
A20365	We should legalize prostitution because legalisation of prostitution would provide a certain level of protection for the sex worker who will not need to work 'underground', and should be safer.	1
A20366	We should legalize cannabis because cannabis is not as harmful to humans as tobacco or alcohol and can have many health benefits	1
A20367	We should adopt an austerity regime because an austerity regime would save money for the country.	1
A20368	We should subsidize Wikipedia because wikipedia is a helpful source of information for research and educational purposes	0
A20369	We should adopt a zero-tolerance policy in schools because by adopting a zero-tolerance policy in schools we can cut bullying out since those who do it will be removed from the school.	1
A20372	We should ban cosmetic surgery for minors because because society is making an unrealistic view on children and expecting them to grow up too quickly.	1
A20373	We not should ban algorithmic trading because we shouldn't ban algorithmic trading because it gets more done than using single instructions and it's more systematic	0
A20374	We not should oppose collectivism because collectivism can achieve more that individuals alone	0
A20375	We should adopt gender-neutral language because some people classify themselves as gender neutral and we should respect them with our language	0
A20378	We should subsidize journalism because subsidizing journalism will enable higher salaries be paid to journalists and ensure we keep good, talented newspeople reporting the news.	1
A20379	We not should ban algorithmic trading because algorithmic trading is more likely to be traceable, making illegal data inputs such as insider information more difficult to use.	0
A20380	We should abolish the right to keep and bear arms because there have been too many terrible shootings where the perpetrator has found it easy to amass weapons. making th is harder may limit these shootings.	0
A20382	We should ban cosmetic surgery for minors because cosmetic surgery for minors is unnecessary because they are still developing.	0
A20383	We should limit executive compensation because because it will lead to having to pay taxes at the highest tier	1
A20386	We should subsidize student loans because education is important to ensure the continued progress of humanity and to move humanity forwards; for this reason we should subsidise loans for students.	1
A20388	We should cancel pride parades because pride parades cause violence and hate	0
A20391	We should subsidize journalism because journalism must be supported by the central government	0
A20394	We not should fight for the abolition of nuclear weapons because nuclear Weapons are a good defense and allows a nation to protect themselves	0
A20396	We not should legalize organ trade because people will sell their organs risking their lives	1
A20397	We should subsidize journalism because high-quality journalism requires time, expertise, and research. all of this requires money.	1
A20398	We should subsidize embryonic stem cell research because stem cell research may be the key to curing many diseases	1
A20400	We should legalize cannabis because adults should be able to choose substances that they want to use.	0
A20401	We not should ban human cloning because human cloning is vital for medical science as it might be able to identify treatments and cures for diseases	1
A20402	We not should ban factory farming because factory farming allows for cheaper meat production costs thus enabling those on low incomes to be able to afford meat.	1
A20403	We should ban whaling because because it is inhumane and because whales are becoming extinct.	0
A20404	We not should abolish the three-strikes laws because we shouldn't abolish the three-strikes laws because everyone deserves a chance and it's a fair system	0
A20405	We should fight for the abolition of nuclear weapons because when we demand other countries do not have nuclear weapons it is illegitimate and hypocritical to continue having our own	0
A20406	We should abolish intellectual property rights because nobody should own the intellectual works because we are not 100% sure that they have not been stolen	0
A20407	We should adopt a multi-party system because in a multi party system the general population have more of a choice in who their leaders are	0
A20408	We should abolish safe spaces because because they take up too much room that could be used for more pressing matters.	0
A20409	We not should abolish zoos because zoos help conservation efforts and prevent extinction of animals in the wild. many zoos have a complex breeding network in place to specifically add to wild populations of animals outside of zoos.	0
A20410	We should adopt gender-neutral language because this will prevent offending people or creating divisions amongst people	1
A20411	We should ban the use of child actors because there is a risk of children exploitation by forcing them to act things they wouldn't normally do in life	0
A20412	We not should cancel pride parades because it sends a valuable message to the lgbt community that they are free and able to celebrate their lives	1
A20415	We not should introduce compulsory voting because compulsory voting is an infringement on personal choice	0
A20416	We not should adopt a multi-party system because a multi party system will lead to the rise of fringe groups that do not represent the will of the people.	0
A20417	We should abandon the use of school uniform because some students can not afford school uniforms and or may not be comfortable in them, which is distracting.	1
A20418	We not should adopt atheism because people have the freedom to religion and forcing them to chose a non religious entity is unconstitutional.	0
A20420	We should ban whaling because whaling serves no purpose, there's no great benefit. it only serves to disrupt the ocean ecosystems and cause needless suffering. it should absolutely be banned.	0
A20422	We not should abolish zoos because zoos can aid conservation by raising awareness of animals that are facing extinction and raising funds to support them in the wild.	0
A20423	We not should abolish intellectual property rights because people deserve to have there inventions protected	0
A20428	We should ban the use of child actors because acting takes children away from their education and normal childhood pursuits	1
A20429	We should limit executive compensation because limiting executive compensation would allow more money to go to employees.	0
A20430	We should ban the Church of Scientology because we should ban them because it is a cult that expects members to pay lots of money to join, and if anyone tries to leave they make their life hell.	0
A20431	We not should limit executive compensation because executives are the primary reason a company is successful or not.  their pay is usually justifiable.	0
A20432	We should prohibit school prayer because school prayer should be prohibited because it promotes one religion over another or over no religion.	0
A20434	We should subsidize embryonic stem cell research because embryonic stem cell research will help save lives and is very important.	1
A20435	We not should limit judicial activism because judicial activism can be useful to prevent truly bad people who abuse the letter of the law to skirt punishment.	0
A20436	We should abolish safe spaces because because it can become a toxic place where people only talk bad about each other	0
A20438	We not should ban the use of child actors because many great actors of today started as children and had no problem in their growth	1
A20441	We should limit judicial activism because judicial activism should be limited to avoid violence among the opposition.	0
A20442	We not should subsidize space exploration because we should not subsidize space exploration because that money could be spend on much more pressing matters like helping the homeless and research into cures for cancer.	1
A20443	We should limit judicial activism because judicial activism violates the legislature's authority, endangering the coequal balance of the governmental branches.	0
A20444	We not should legalize sex selection because legalizing the selection of sex goes against the moral and natural principles of society	0
A20445	We not should abolish safe spaces because for minority groups used to all manner of persecutionl, safe spaces provide a metaphorical 'breathing space' where they can connect with themselves in a fear-free environment.	0
A20446	We should ban whaling because whales could be in danger of going extinct if fisherman can go out and kill them.	0
A20447	We not should legalize sex selection because sex selection could create places where boys outnumber girls by  a lot since there are many places that value boys more than girls, and this could create problems as they get older	0
A20448	We not should cancel pride parades because pride parading is the peaceful place for lgbtq people to express themselves freely, demonstrate and require more acceptance from other people	1
A20449	We should subsidize embryonic stem cell research because of all the different stem cells, embryonic have the most promise for scientific research.	1
A20450	We not should end the use of economic sanctions because we should not end the use of economic sanctions because in the long term they can achieve significant results such as the end of the apartheid regime in south africa	0
A20451	We not should ban telemarketing because telemarketing is a form of sales that has been around for years and without it many jobs would be lost.	1
A20452	We should subsidize student loans because it is difficult to get a job without a degree these days, so students need help paying to obtain one.	1
A20453	We not should adopt atheism because all beliefs should be recognized not just the one YOU want.	0
A20454	We should adopt gender-neutral language because de-emphasizing gender in every day conversation will have long term benefits for humanity.	0
A20457	We should adopt libertarianism because libertarianism - and the seeking to maximise freedom and personal autonomy - is a key value and it should be central to the constitution.	0
A20458	We should ban private military companies because the military should be wholly the domain of governments, because they provide for national defense. a private military company is 100-percent for profit, making them less favorable to true national defense.	0
A20459	We should abolish the Olympic Games because the olympic games should be abolished as they have become a massive corporate sponsorship opportunity that is subject to bribery, cheating and politics	0
A20462	We should ban missionary work because its unreasonable to go into another country for the intent of trying to convert people to a religion.	0
A20466	We should introduce compulsory voting because it is everyone's national duty to at least vote in elections	0
A20467	We not should adopt atheism because we should not because everyone needs something to believe in and if there was no religion then people may not follow laws because there is no consequences of bad actions (hell)	0
A20468	We should introduce compulsory voting because compulsory voting would ensure that everyone becomes engaged in the political process and it would be the true voice of the people rather than the voice of the minority  who vote.	0
A20469	We should ban the use of child actors because child actors are robbed of their childhood and can face much emotional turmoil as an adult from missing this important step in childhood.	1
A20471	We should end mandatory retirement because corporations should decide for themselves whether to keep a worker because they are the ones directly impacted, mandatory retirement encroached on corporate rights.	0
A20472	We not should subsidize space exploration because it costs too much money to explor space, it could be used elsewhere to benefit humans	1
A20473	We not should ban cosmetic surgery because everyone has opinions about themselves and should be in control of how they treat their bodies	1
A20475	We not should stop the development of autonomous cars because we should not because it will cause much less accidents on the road.	0
A20476	We should abolish the right to keep and bear arms because because too many guns get into the hands of kids	0
A20477	We not should adopt an austerity regime because we should not adopt an austerity regime because the global economy is now rapidly growing, and the recession is years behind us.	0
A20481	We not should oppose collectivism because society is a collective and the most good comes from working together	1
A20483	We not should legalize sex selection because sex selection could lead to gender inbalance in some societies.	0
A20484	We should ban cosmetic surgery because we are propagating unnatural and unattainable beauty norms by fueling an industry that operates on those that can afford it, to look as close to perfect as possible	1
A20485	We not should abolish the three-strikes laws because with this law, the victim is given more security and we make sure that the perpetrator does not relapse in other crimes.	0
A20486	We should adopt libertarianism because libertarians adopt the best policies, regardless of which party espouses them.	0
A20489	We not should ban whaling because whaling provides food and fuel for many people	1
A20491	We should legalize prostitution because because it gets prostitutes off the street	0
A20492	We not should fight for the abolition of nuclear weapons because we should not fight for the abolition of nuclear weapons because there is a huge risk to being the first great power to disarm your nuclear arsenal, and the status quo keeps us all safe.	0
A20494	We should adopt gender-neutral language because gender-neutral language should be adoppted in todays society where peoples sex  is self determined and more fluid, because it avoids offence or discrimination	1
A20495	We not should limit executive compensation because executive compensation provides motivation for executives to act in ways that are beneficial to the company and shareholders.	0
A20497	We should abandon the use of school uniform because parents already have to pay a lot to buy supplies for their kids and having them buy school uniforms for their kids is too much of an added cost	1
A20499	We should abolish the right to keep and bear arms because since it leads to more violence and higher crime rights.	0
A20500	We should abolish the Olympic Games because there is too much scandal and controversy that comes out every time the olympics come around.	0
A21001	We not should adopt an austerity regime because an austerity regime unfairly hits hardest those least able to cope such as the poor and the sick	1
A21003	We should abolish the three-strikes laws because the three strike law is too strict for some offenders	0
A21005	We should abolish the right to keep and bear arms because there is no need to carry a fire arm it just leads to more people doing the same	0
A21006	We not should ban algorithmic trading because algorithmic trading allows larger orders to happen that one individual couldn't do without the use of the 'robots'.	0
A21007	We not should limit judicial activism because judicial activism can give proper justice to those when the law isn't completely clear	0
A21009	We not should oppose collectivism because collectivism provides a common goal for everyone to work towards.	1
A21010	We not should legalize prostitution because we should not legalize prostitution because they spread too many deceases so we need to get rid of prostitution	1
A21013	We should oppose collectivism because collectivism decreases individual rights by forcing them to conform to what the group deems best	0
A21014	We not should limit judicial activism because judicial activism should not be limited as times have changed, circumstances are vastly different, than a reason why an initial law was enacted.	0
A21015	We not should limit executive compensation because if someone has worked hard  to climb the career ladder then they should receive a reward in the form of executive compensation.	0
A21017	We not should subsidize space exploration because space exploration is expensive and money should not be wasted on something that will probably never improve life on earth.	1
A21020	We not should ban the Church of Scientology because many religions have toxic aspects but we cannot pick and choose which ones  freedom of religion applies to.	0
A21022	We should subsidize journalism because as it is a key element to investigating wrong doings in society	0
A21023	We not should ban human cloning because human cloning could aid medical advances and should therefore be allowed.	1
A21025	We should legalize organ trade because legalizing the organ trade would provide life saving options for all people not just the wealthy ones who can afford to buy them on the black market.	1
A21026	We should end mandatory retirement because mandatory retirement is a form of discrimination, namely ageism, we cannot allow as a free society discrimination of any kind	0
A21027	We not should cancel pride parades because pride parades are a safe place for like minded people to gather and support each other.	1
A21028	We should ban fast food because because it is essentially just making obesity the most convenient lifestyle	1
A21031	We should abolish the three-strikes laws because because they have no effect in detering crime	0
A21033	We not should legalize organ trade because legalizing organ trade could lead to some horrific situations such as organs being taken from unwilling donors.	1
A21034	We not should ban human cloning because human cloning could help humanity by creating being with similar organ types that could be donated to the sick	1
A21035	We should ban missionary work because we need these people but not if they are a nuisance and try to criticize our personal beliefs.	0
A21036	We not should ban whaling because whaling is a major life blood for some communities.	1
A21038	We should fight for the abolition of nuclear weapons because we need to do away with what there is so there are no accidents	0
A21040	We not should legalize sex selection because sex selection is a slippery slope that may lead to parents picking other traits to screen for, from innocent ones like hair color, to larger ones like iq.	0
A21042	We should ban private military companies because private military companies do not operate under the normal rules of engagement and are sometimes linked to civilian deaths	0
A21044	We not should limit executive compensation because executive compensation packages are necessary to attract the best qualified people into a company - it is simply market economics, supply and demand.	0
A21045	We not should ban the use of child actors because if they want to be an actor it is their choice	0
A21047	We should ban human cloning because human cloning could be dangerous in the wrong hands, for example dictators who could use it for unethical reasons.	0
A21048	We not should subsidize space exploration because space exploration is already being funded and if a private business is interested in it they've got to pay for it	0
A21049	We should adopt gender-neutral language because adopting gender-neutral language would prevent children from believing they can't do certain things.  for example a girl should be able to have aspirations to be president if she so chose.	1
A21050	We not should ban algorithmic trading because algorithmic trading has helped the trading industry due to the high level of accuracy that it provides, there is no human error	0
A21051	We not should legalize cannabis because marijuana is damaging mentally and physically	1
A21052	We not should cancel pride parades because everyone has a right to celebrate and show pride.  otherwise it would be discrimination.	0
A21054	We should abolish the three-strikes laws because three-strikes laws don't consider the proportionality of the crimes committed and would offer disproportionate punishment to people who commit petty crimes.	0
A21055	We not should adopt a zero-tolerance policy in schools because we don't need a zero-tolerance policy that punishes students harshly for small things	0
A21056	We should ban targeted killing because targeted killing is a barbaric practice.	0
A21057	We not should ban factory farming because factory farming brings meat down to a price affordable to the poorest in our community on a regular basis	1
A21058	We should subsidize student loans because we should help students pay to be educated. it is costly, and loans hamper their future.	1
A21059	We not should subsidize journalism because funding comes with overt or covert strings attached, certain criticisms of the government would vanish	0
A21060	We not should subsidize space exploration because space exploration should be privatized and maybe we'd get somewhere.	0
A21061	We not should prohibit school prayer because we should not prohibit school prayer as it allows students to practice their faith in their everyday life.	0
A21066	We not should abolish safe spaces because people need a place to go when they need help. they need somewhere that is going to help them without question instead of forcing them back into the situation they are trying to get away from	1
A21067	We not should ban the use of child actors because it would not be possible to portray society realistically if child actors are banned because children are an important part of many dramas	0
A21069	We not should fight for the abolition of nuclear weapons because nuclear weapons, by virtue of the principle of mutual assured destruction, have made another great war between global powers impossible.	0
A21070	We not should ban human cloning because human cloning should not be banned as it the next step in medicine and will allow for transplantation to be simpler and easier to perform	1
A21071	We should ban the Church of Scientology because the church of scientology encourages people to cut themselves off from friends and family outside the church. this isolation is potentially damaging for children as it limits the opinions they have.	1
A21072	We not should end the use of economic sanctions because economic sanctions can put pressure on the regime in power.  it reduces their ability to buy weapons of oppression and the ability to keep their economy healthy.  it can be effective in the right circumstances.	0
A21073	We should adopt atheism because atheism is a legitimate belief system that allows a person to think for himself and figure life out in his own way. it should be adopted the same as other belief systems are adopted.	1
A21074	We not should legalize sex selection because sex selection can possibly destroy the natural selection and over balance the society.	0
A21076	We should abandon the use of school uniform because we should allow young people to express their individualism.	0
A21077	We should ban private military companies because private military companies are in it for the financial gain and does not adhere to the morals of civilian casualties.	0
A21079	We should end mandatory retirement because mandatory retirement is age discrimination and shouldn't be allowed to happen.	0
A21080	We should ban cosmetic surgery because cosmetic surgery can cause more harm then good and if not done properly can damage a person for the rest of their lives.  it can also take up surgical rooms that are needed for emergency surgeries.	1
A21081	We not should ban telemarketing because if telemarketing is done appropriately and at reasonable hours, then it should not be banned	0
A21086	We not should ban algorithmic trading because algorithmic trading is an easy way to keep money moving and to make a profit so there is no reason to ban it.	0
A21087	We not should abolish the three-strikes laws because three-strikes laws help people realize that what they did was wrong and change their ways before they end up in jail for life.	0
A21089	We should ban cosmetic surgery for minors because cosmetic surgery for minors will only cause kids to get surgery to meet an impossible standard of looks and beauty.	1
A21090	We should adopt an austerity regime because there are too many people on planet earth and austerity is the only way our planet will survive. we do not have enough resources for our population to be gluttonous.	1
A21092	We should abolish the Olympic Games because the olympic games cost vast sums of money to the host country that would be better spent on essential services such as healthcare and education	1
A21093	We should introduce compulsory voting because compulsory voting would increase voter turnout	0
A21094	We should ban missionary work because missionary work should be banned as some people can be forced into this line of work due to pressure from religious communities.	0
A21095	We not should subsidize space exploration because the government is already in debt and subsidizing space exploration is not necessary.	1
A21100	We not should subsidize Wikipedia because we should not show preference to one website	0
A21101	We should ban the use of child actors because children are too young to know the full effects of such a lifestyle and history has shown us many child actors are abandoned by the industry and often fall foul to substance abuse	1
A21102	We not should stop the development of autonomous cars because autonomous car development should be continued to help find safe, renewable energy sourced transportation for the masses.	0
A21103	We not should cancel pride parades because pride parades allow communities to be open and free about their lifestyles in a way that everyone else can all the time, they are fun, community events that go beyond the LGBTQ communities.	1
A21104	We should ban private military companies because private military companies can hold bias and due to past experiences and can result in dangerous sctivities for the wrong reasons.	0
A21105	We should ban fast food because fast food is the main culprit for our current obesity epidemic.  we need to get rid of it to restore our health in the future.	1
A21107	We should abolish capital punishment because there cannot be justification for taking a human life. The only way to properly deliver this message is to abolish death penalty.	0
A21108	We not should ban the Church of Scientology because freedom of religion is one of the most basic human rights that exist.  just because someone else might not believe in scientology doesn't give them the right to say someone else can't believe.	1
A21112	We should abolish the right to keep and bear arms because the right to keep and bear arms is antiquated as it was utilized to form militia's during times of conflict and war and is no longer necessary.	0
A21113	We not should abolish the Olympic Games because the olympic games provide addition income to small businesses.	0
A21115	We not should legalize cannabis because cannabis is a hallucinogenic product that can harm a persons memory, lower their inhibitions and cause a person to make dangerous choices and is addictive. all of these behaviors can be destructive.	1
A21116	We not should adopt an austerity regime because we should not adopt an austerity regime because counter cyclical spending leads to better outcomes for the economy than austerity.	1
A21118	We not should ban telemarketing because telemarketing is perfectly fine, when handled by telemarketers appropriately and politely with respect to potential customers	0
A21119	We should adopt atheism because atheism should be the defacto stance as it is the only provable observance of reality, in that there is absolutely no evidence to prove the contrary.	0
A21121	We should end the use of economic sanctions because you cannot push another country just because you don't approve of their behaviors	0
A21122	We not should adopt a zero-tolerance policy in schools because a zero tolerance policy in schools is a very old fashioned theory, and it has failed over and over again.	0
A21127	We not should ban missionary work because missionary work can provide assistance to people who need it.	1
A21129	We not should abolish capital punishment because we should not because it will be much cheaper than keeping these evil people in prison for there life.	1
A21130	We not should end mandatory retirement because we should not end mandatory retirement because people need to retire whether they realize it or not, it is not up to them, they of course have no free will.	0
A21132	We should adopt gender-neutral language because the use of gender pronouns tends to single out one gender from the other and can be offensive to some.	0
A21133	We not should adopt a multi-party system because we should no adopt a multi-party system because nothing would ever get done with varying points of view.	0
A21134	We not should cancel pride parades because pride parades are a fantastic way for individuals to celebrate their identities which history has long put down as being not normal or labeled as a disorder.	1
A21135	We should ban missionary work because missionary work can be viewed as the exploitation of a disadvantaged culture by a privileged culture.	0
A21137	We not should subsidize journalism because state subsidies for jouranalism aren't supported by a majority of the populace, making it undemocratic and not something the state should do.	0
A21138	We not should abolish intellectual property rights because intellectual property rights protect those who have spent time and ingenuity on development of an idea and ensures they can be rewarded accordingly for their inspiration.	0
A21139	We should limit executive compensation because executive compensation encourages corruption	0
A21141	We should ban fast food because banning fats food should be obligatory for all governments as hurting people health.	1
A21142	We should legalize organ trade because legalizing organ trade would make it safer by moving it out of the hands of unscrupulous people operating in the black market.	1
A21143	We should subsidize embryonic stem cell research because embryonic research has proven effective in finding cures for many diseases such as cancer.	1
A21144	We not should abolish the Olympic Games because the olympic games are the one event that can bring all countries together in unity and should never be abolished.	1
A21146	We should adopt a multi-party system because the interests of a two party system are very limited and we need to expand with more parties to cater to more views	0
A21149	We should adopt libertarianism because libertarianism gives us real freedom and keeps the government out of our lives	0
A21150	We should limit judicial activism because judges by definition are supposed to be impartial. having activist judges defeats the purpose	0
A21152	We should fight for the abolition of nuclear weapons because nuclear weapons should be abolished because they are just an easy way to wipe out the human race.	0
A21153	We not should ban the Church of Scientology because the church is like any other church, and after all, there is supposed to be a separation of church and state.	0
A21155	We not should abolish capital punishment because capital punishment is the only acceptable punishment for some heinous crimes because they are so evil, life in prison is not enough.	0
A21156	We should subsidize student loans because student loans is a help for those who do not have resources	1
A21157	We should subsidize embryonic stem cell research because embyronic stem cell research uses cells that would otherwise just be destroyed.	1
A21161	We not should ban whaling because we should not ban whaling because there are whale species that could be sustainably harvested, albeit not all whale species.	0
A21162	We should limit executive compensation because executive Compensation should be limited when there are losses in the company	1
A21164	We not should ban private military companies because private military companies are often run by former military men and women and provide a service that allows the military to concentrate on military operations.	0
A21166	We should end the use of economic sanctions because we could not support economic sanctions as it only hurts both countries financially in the long run.	0
A21168	We not should abolish intellectual property rights because we should not abolish intellectual property rights because it's not fair for people to steal a genius idea from someone else	0
A21169	We not should ban the Church of Scientology because if we chose to ban one religion we could end up with all religions banned which would result in war so we should not ban the church of scientology.	0
A21170	We should adopt gender-neutral language because adopting gender neutral language would make it easier to be inclusive.	1
A21172	We should limit judicial activism because the judicial system requires independence, judicial activists undermine this independence and the practice should be limited.	0
A21173	We not should subsidize journalism because we already are in high enough debt, we don't need to make it worse be subsidizing pointless things.	1
A21174	We not should ban private military companies because the operating personnel of these companies has been working for the army of the nation. this type of company keeps them active and always ready to defend if necessary.	0
A21175	We should oppose collectivism because because it creates echo chambers in societies that makes it harder for individuals to give their thoughts and opinions on things	0
A21176	We should adopt libertarianism because libertarianism promotes freedom and liberty in the more fair form for all. the foundation of our country is built on these ideas. there is more equality and freedom through libertarianism.	0
A21177	We should ban targeted killing because there are still civilian casualties when using targeted killing.	0
A21180	We should adopt an austerity regime because the national debt is out of control and only by implementing austerity measures will we be able to reduce the budget deficit and guarantee the country's future.	1
A21182	We should abolish zoos because confining animals in small spaces is cruel.	0
A21183	We not should legalize cannabis because cannabis can potentially provide a route into experimenting with harder drugs.	1
A21185	We not should abolish zoos because zoos can help people, especially those with little money, to  discover the beauty of wildlife and learn how to protect  endangered species	1
A21186	We should ban telemarketing because because it is annoying and there is no way to tell if the offer is legitimate.	1
A21190	We not should abolish zoos because zoos are great educational tools, and it is also a safe place to take care of endangered species.	0
A21192	We not should end mandatory retirement because we should not end mandatory retirement because the current system in countries like Germany where this is common is not broken.	1
A21194	We not should adopt gender-neutral language because such a dramatic change to a language would have a hard time being universally adopted and would be difficult to enforce. he has already served as a gender neutral pronoun in the past.	0
A21196	We not should subsidize student loans because the tax payers would have to pay for the subsidization of student loans in the end, it would be better to reform the entire university system instead.	1
A21197	We not should adopt a zero-tolerance policy in schools because the school is designed to educate not to accept student abuse	0
A21199	We not should ban cosmetic surgery for minors because cosmetic surgery can provide boost in confidence. everyone should have the right to feel comfortable.	1
A21201	We not should ban targeted killing because i do not support that decision is that without them there would be many terrorists is a measure that helps a lot to this society	0
A21204	We not should abolish zoos because zoos are an educational and entertaining tool and the animals are well fed and cared for.	0
A21205	We should adopt gender-neutral language because we should because times are changing and people are not sure of their gender anymore so it stops people being offended.	0
A21206	We should legalize cannabis because i think it takes up too much valuable police resources chasing recreational cannabis smokers.also many people with health conditions find cannabis beneficial to them.	1
A21207	We not should abandon the use of school uniform because the uniformity of clothing creates a sense of belonging and a collective identity which encourages camaraderie between students and this allows for greater focus on studies	1
A21208	We should introduce compulsory voting because compulsory voting would ensure that voting is fair and equal	0
A21210	We not should ban algorithmic trading because algorithmic trading might be good for those starting out since it takes all the guess work out.	0
A21213	We should abolish capital punishment because criminals are often kept on death row for many years, suffering in anticipation of their death. This makes capital punishment more severe than just depriving the criminal of life.	1
A21214	We not should stop the development of autonomous cars because they are environmentally friendly and can help minimize traffic congestion.	0
A21216	We not should legalize cannabis because the use of cannabis does not stop there.  many go for the next high of hashish.  then on to other drugs.  cannabis should not be allowed to stop this progressions.	0
A21218	We should legalize prostitution because prostitution doesn't pose any larger physical threat to the individual than other manual labor jobs. Dancers destroy their bones and construction workers their backs, if those are legal prostitution needs to be as well.	1
A21219	We not should abandon the use of school uniform because wearing uniforms decreases discrimination against children who do not have enough money to buy a lot of clothing	1
A21220	We should end mandatory retirement because this measure allows to move pieces in the companies and refresh the work schemes and to adapt to the new times	0
A21223	We not should fight for the abolition of nuclear weapons because nuclear weapons prevent certain countries being attacked and help to keep world peace.	0
A21224	We not should cancel pride parades because the lgbt world has suffered and fought greatly for equal rights, they deserve to have a parade or march in honor of such.	1
A21227	We not should ban the use of child actors because we should not ban the use of child actors because then movies and shows wouldn't have any children in them	0
A21228	We should end mandatory retirement because these days people need to work longer to afford to live because of inflation.	1
A21229	We not should subsidize embryonic stem cell research because we should not subsidize embryonic stem cell research because these scientists have been working on this a long time.	0
A21231	We not should limit executive compensation because executives have earned their compensation and should not be capped on what they can earn as this would be and overreach into company affairs	0
A21232	We should ban targeted killing because it is unfair to assassinate others as a surprise and out of battlefield.	0
A21233	We should adopt a multi-party system because multi-party systems bring diversity to politics, and giving more voices to the population	1
A21234	We not should abolish zoos because we shouldnt because they are helping animals that might be going extinct to help breed.	0
A21235	We should ban private military companies because because it relies too much on government funding	0
A21237	We not should ban fast food because fast food is cheap and easy and is often the only way poor people can feed their families. if you ban fast food these people won't have enough food to get thru til their next check comes.	1
A21238	We should subsidize journalism because when newspapers worry more about the bottom line than the headlines, the quality of the papers goes down resulting in poor pop journalism that panders to the public and the advertisers.	0
A21239	We not should subsidize embryonic stem cell research because this type of investigations always end up perverting and end up fulfilling dark objectives	0
A21240	We not should ban factory farming because factory farming requires a load of workforce and provides a lot of jobs opportunities	1
A21241	We should abolish intellectual property rights because intellectual property rights limit the information people can use	0
A21244	We not should introduce compulsory voting because some people just don't have an opinion about who to vote for	0
A21246	We not should adopt gender-neutral language because adopting gender-neutral language will cost lots of money to fix signs, letters, forms, etc.	1
A21251	We not should ban whaling because there are still people that live off of whaling and banning it would take away their food and income.	1
A21252	We should legalize prostitution because legalizing prostitution could empower women and make them safer	0
A21253	We not should adopt a multi-party system because multi-party systems encourage the formation of weak and unstable coalitions that achieve little beyond their own day to day survival	1
A21254	We should abolish capital punishment because because sometimes people are wrongfully accused and once dead cannot bring them back so life in prison is better	1
A21255	We should limit executive compensation because because most make an unbalanced amount of salary in comparison to their real worth.	0
A21257	We not should ban cosmetic surgery because as long as they use an accredited plastic surgeon, people should be able to do whatever they want with their bodies.	0
A21259	We not should subsidize journalism because journalism is self sustaining and subsidizing it gives the government control over content.	0
A21260	We should ban cosmetic surgery because cosmetic surgery is ruining the confidence of young girls and making them feel like their not good enough without such surgeries.	1
A21261	We should legalize prostitution because legalizing prostitution will allow prostitutes to actually report and press charges against problematic pimps and johns, something they can't do right now.	1
A21263	We not should adopt gender-neutral language because we shouldn't have to change the british language to conform to others' needs	1
A21267	We not should abandon the use of school uniform because school uniform stops students from being bullied for their clothing	0
A21268	We not should ban private military companies because private military companies are nothing but hired guards.  a company should be able to hire them because they provide a service that is needed.	0
A21269	We not should legalize sex selection because sex selection could lead to an imbalance of genders	0
A21271	We not should ban the use of child actors because child actors are supervised constantly, are well taken care of, and have tutors on set to keep them from falling back in school.	1
A21273	We should abolish the right to keep and bear arms because there is no rational purpose for arming the populace; it causes more problems than it solves.	0
A21274	We should ban targeted killing because as it is a reprehensible way to kill animals by not even giving them a chance.	0
A21275	We should subsidize Wikipedia because wikipedia is useful in helping people of all ages learn about various topics..	0
A21277	We should introduce compulsory voting because the more people participate in the voting process, the better it is for democracy and society as a whole.	0
A21278	We not should fight for the abolition of nuclear weapons because we should not fight for the abolition of nuclear weapons since just having nuclear weapons deters another nation from starting a major conflict with us.	0
A21280	We should abandon the use of school uniform because school uniforms stifle the ability of kids to be creative in how they dress and express themselves.	0
A21281	We should ban human cloning because because it is not fair to the clone who is a living being but has no parents or friends and is essentially a lab experiment	1
